,predicted_price,id
0,115.99455836516299,2539.0
1,194.68625994495827,2595.0
2,129.3313790206785,3647.0
3,143.86606211406152,3831.0
4,140.40784494935815,5022.0
5,200.44120006570185,5099.0
6,116.92220732870189,
7,85.2903061317143,5178.0
8,203.1648982643962,5203.0
9,156.57025265940345,5238.0
10,113.32977897231291,5295.0
11,89.30980545548773,5441.0
12,92.2091553922285,5803.0
13,177.00669861530304,6021.0
14,195.63060332550006,
15,109.10782021027764,6848.0
16,123.35993401908303,7097.0
17,184.8648262507752,7322.0
18,184.20583031463602,7726.0
19,105.55261961514827,7750.0
20,117.35613887475455,7801.0
21,96.23612311978967,8024.0
22,153.49085832398805,8025.0
23,65.30536781139162,8110.0
24,71.51746702093733,8490.0
25,185.29025693443293,8505.0
26,68.7798816719517,8700.0
27,167.74521196500834,9357.0
28,71.82095930717588,9518.0
29,87.40373255606498,9657.0
30,70.28481581537585,9668.0
31,71.38781360611658,9704.0
32,73.81025910395527,9782.0
33,90.50052977480641,9783.0
34,129.2748589422617,10452.0
35,110.20386533026776,10962.0
36,80.64390021188059,
37,112.2878337925741,11708.0
38,176.88597423185703,11943.0
39,94.18842430347554,12048.0
40,116.13108629608396,12192.0
41,170.6141509912589,12299.0
42,129.68870617268345,12303.0
43,90.38802298679934,12318.0
44,141.18191432477116,12343.0
45,118.5979049192923,12627.0
46,94.01232602632531,12937.0
47,67.2489051983477,12940.0
48,188.3765632450351,13050.0
49,160.018273064252,13394.0
50,175.15233386945349,13808.0
51,196.7465653434189,14287.0
52,158.45959957660466,14290.0
53,114.35893019714716,14314.0
54,118.90131194812226,14322.0
55,70.54359418634068,14377.0
56,163.58749975811915,14991.0
57,90.72806966581379,15220.0
58,184.9140675591298,15338.0
59,187.0468638814676,15341.0
60,90.87978082982849,15385.0
61,95.49355930506485,
62,157.69061755619646,15711.0
63,111.04583692651794,16326.0
64,228.91893053523748,16338.0
65,114.2743967237579,16421.0
66,180.89599299956706,16458.0
67,194.62043998644916,16580.0
68,113.49968369065566,16595.0
69,69.33191944363793,16821.0
70,79.73499495289553,16974.0
71,209.0112759808095,17037.0
72,106.5675234637342,17092.0
73,60.39417300692697,17693.0
74,92.731515429925,17747.0
75,126.15819951351662,18127.0
76,91.80408379362002,18152.0
77,138.42806322272065,18198.0
78,205.77710468157147,18590.0
79,137.18118328215104,18728.0
80,85.86953907786652,18764.0
81,188.7181746548645,19159.0
82,104.52998395826506,19169.0
83,97.95320883602767,19282.0
84,90.05988524350633,19319.0
85,69.86794326530986,19601.0
86,171.91187161407584,19812.0
87,89.99745476973152,20299.0
88,170.77884979746185,20300.0
89,160.67003146593882,20611.0
90,128.17493563016671,20724.0
91,189.84896289051332,20734.0
